"PSComputerName","__GENUS","__CLASS","__SUPERCLASS","__DYNASTY","__RELPATH","__PROPERTY_COUNT","__DERIVATION","__SERVER","__NAMESPACE","__PATH","AcceptPause","AcceptStop","Caption","CheckPoint","CreationClassName","DelayedAutoStart","Description","DesktopInteract","DisplayName","ErrorControl","ExitCode","InstallDate","Name","PathName","ProcessId","ServiceSpecificExitCode","ServiceType","Started","StartMode","StartName","State","Status","SystemCreationClassName","SystemName","TagId","WaitHint"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""DiagTrack""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""DiagTrack""","False","True","Connected User Experiences and Telemetry","0","Win32_Service","False","The Connected User Experiences and Telemetry service enables features that support in-application and connected user experiences. Additionally, this service manages the event driven collection and transmission of diagnostic and usage information (used to improve the experience and quality of the Windows Platform) when the diagnostics and usage privacy option settings are enabled under Feedback and Diagnostics.","False","Connected User Experiences and Telemetry","Normal","0",,"DiagTrack","C:\Windows\System32\svchost.exe -k utcsvc -p","2236","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Dnscache""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""Dnscache""","False","False","DNS Client","0","Win32_Service","False","The DNS Client service (dnscache) caches Domain Name System (DNS) names and registers the full computer name for this computer. If the service is stopped, DNS names will continue to be resolved. However, the results of DNS name queries will not be cached and the computer's name will not be registered. If the service is disabled, any services that explicitly depend on it will fail to start.","False","DNS Client","Normal","0",,"Dnscache","C:\Windows\system32\svchost.exe -k NetworkService -p","1760","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""EventLog""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""EventLog""","False","True","Windows Event Log","0","Win32_Service","False","This service manages events and event logs. It supports logging events, querying events, subscribing to events, archiving event logs, and managing event metadata. It can display events in both XML and plain text format. Stopping this service may compromise security and reliability of the system.","False","Windows Event Log","Normal","0",,"EventLog","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","1104","0","Share Process","True","Auto","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""EventSystem""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""EventSystem""","False","True","COM+ Event System","0","Win32_Service","False","Supports System Event Notification Service (SENS), which provides automatic distribution of events to subscribing Component Object Model (COM) components. If the service is stopped, SENS will close and will not be able to provide logon and logoff notifications. If this service is disabled, any services that explicitly depend on it will fail to start.","False","COM+ Event System","Normal","0",,"EventSystem","C:\Windows\system32\svchost.exe -k LocalService -p","1308","0","Share Process","True","Auto","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""FontCache""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""FontCache""","False","True","Windows Font Cache Service","0","Win32_Service","False","Optimizes performance of applications by caching commonly used font data. Applications will start this service if it is not already running. It can be disabled, though doing so will degrade application performance.","False","Windows Font Cache Service","Normal","0",,"FontCache","C:\Windows\system32\svchost.exe -k LocalService -p","1160","0","Share Process","True","Auto","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""gpsvc""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""gpsvc""","False","True","Group Policy Client","0","Win32_Service","False","The service is responsible for applying settings configured by administrators for the computer and users through the Group Policy component. If the service is disabled, the settings will not be applied and applications and components will not be manageable through Group Policy. Any components or applications that depend on the Group Policy component might not be functional if the service is disabled.","False","Group Policy Client","Normal","0",,"gpsvc","C:\Windows\system32\svchost.exe -k netsvcs -p","1248","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""iphlpsvc""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""iphlpsvc""","False","True","IP Helper","0","Win32_Service","False","Provides tunnel connectivity using IPv6 transition technologies (6to4, ISATAP, Port Proxy, and Teredo), and IP-HTTPS. If this service is stopped, the computer will not have the enhanced connectivity benefits that these technologies offer.","False","IP Helper","Normal","0",,"iphlpsvc","C:\Windows\System32\svchost.exe -k NetSvcs -p","2540","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""KeyIso""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""KeyIso""","False","True","CNG Key Isolation","0","Win32_Service","False","The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements.","False","CNG Key Isolation","Normal","0",,"KeyIso","C:\Windows\system32\lsass.exe","608","0","Share Process","True","Manual","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""LanmanServer""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""LanmanServer""","False","True","Server","0","Win32_Service","False","Supports file, print, and named-pipe sharing over the network for this computer. If this service is stopped, these functions will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Server","Normal","0",,"LanmanServer","C:\Windows\system32\svchost.exe -k netsvcs -p","2312","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""LanmanWorkstation""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""LanmanWorkstation""","True","True","Workstation","0","Win32_Service","False","Creates and maintains client network connections to remote servers using the SMB protocol. If this service is stopped, these connections will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Workstation","Normal","0",,"LanmanWorkstation","C:\Windows\System32\svchost.exe -k NetworkService -p","1200","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""lmhosts""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""lmhosts""","False","True","TCP/IP NetBIOS Helper","0","Win32_Service","False","Provides support for the NetBIOS over TCP/IP (NetBT) service and NetBIOS name resolution for clients on the network, therefore enabling users to share files, print, and log on to the network. If this service is stopped, these functions might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","TCP/IP NetBIOS Helper","Normal","0",,"lmhosts","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","2472","0","Share Process","True","Manual","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""LSM""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""LSM""","False","False","LSM","0","Win32_Service",,,,"LSM","Unknown","0",,"LSM",,"896","0","Unknown","True","Unknown",,"Running","UNKNOWN","Win32_ComputerSystem","DESKTOP-PHS6MQO",,"0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""mpssvc""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""mpssvc""","False","False","Windows Defender Firewall","0","Win32_Service","False","Windows Defender Firewall helps protect your computer by preventing unauthorized users from gaining access to your computer through the Internet or a network.","False","Windows Defender Firewall","Normal","0",,"mpssvc","C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","2032","0","Share Process","True","Auto","NT Authority\LocalService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""NcbService""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""NcbService""","False","True","Network Connection Broker","0","Win32_Service","False","Brokers connections that allow Windows Store Apps to receive notifications from the internet.","False","Network Connection Broker","Normal","0",,"NcbService","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","668","0","Share Process","True","Manual","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""netprofm""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""netprofm""","False","True","Network List Service","0","Win32_Service","False","Identifies the networks to which the computer has connected, collects and stores properties for these networks, and notifies applications when these properties change.","False","Network List Service","Normal","0",,"netprofm","C:\Windows\System32\svchost.exe -k LocalService -p","1680","0","Share Process","True","Manual","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""NgcCtnrSvc""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""NgcCtnrSvc""","False","True","Microsoft Passport Container","0","Win32_Service","False","Manages local user identity keys used to authenticate user to identity providers as well as TPM virtual smart cards. If this service is disabled, local user identity keys and TPM virtual smart cards will not be accessible. It is recommended that you do not reconfigure this service.","False","Microsoft Passport Container","Normal","0",,"NgcCtnrSvc","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","3336","0","Share Process","True","Manual","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""NgcSvc""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""NgcSvc""","False","True","Microsoft Passport","0","Win32_Service","False","Provides process isolation for cryptographic keys used to authenticate to a user?s associated identity providers. If this service is disabled, all uses and management of these keys will not be available, which includes machine logon and single-sign on for apps and websites. This service starts and stops automatically. It is recommended that you do not reconfigure this service.","False","Microsoft Passport","Normal","0",,"NgcSvc","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","5088","0","Share Process","True","Manual","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""NlaSvc""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""NlaSvc""","False","True","Network Location Awareness","0","Win32_Service","False","Collects and stores configuration information for the network and notifies programs when this information is modified. If this service is stopped, configuration information might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Network Location Awareness","Normal","0",,"NlaSvc","C:\Windows\System32\svchost.exe -k NetworkService -p","1524","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""nsi""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""nsi""","False","True","Network Store Interface Service","0","Win32_Service","False","This service delivers network notifications (e.g. interface addition/deleting etc) to user mode clients. Stopping this service will cause loss of network connectivity. If this service is disabled, any other services that explicitly depend on this service will fail to start.","False","Network Store Interface Service","Normal","0",,"nsi","C:\Windows\system32\svchost.exe -k LocalService -p","1216","0","Share Process","True","Auto","NT Authority\LocalService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""PcaSvc""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""PcaSvc""","False","True","Program Compatibility Assistant Service","0","Win32_Service","False","This service provides support for the Program Compatibility Assistant (PCA).  PCA monitors programs installed and run by the user and detects known compatibility problems. If this service is stopped, PCA will not function properly.","False","Program Compatibility Assistant Service","Normal","0",,"PcaSvc","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","4972","0","Share Process","True","Manual","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""PlugPlay""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""PlugPlay""","False","True","Plug and Play","0","Win32_Service","False","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.","False","Plug and Play","Normal","0",,"PlugPlay","C:\Windows\system32\svchost.exe -k DcomLaunch -p","716","0","Share Process","True","Manual","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Power""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""Power""","False","False","Power","0","Win32_Service","False","Manages power policy and power policy notification delivery.","False","Power","Normal","0",,"Power","C:\Windows\system32\svchost.exe -k DcomLaunch -p","756","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""ProfSvc""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""ProfSvc""","False","True","User Profile Service","0","Win32_Service","False","This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them.","False","User Profile Service","Normal","0",,"ProfSvc","C:\Windows\system32\svchost.exe -k netsvcs -p","1272","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""RpcEptMapper""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""RpcEptMapper""","False","False","RPC Endpoint Mapper","0","Win32_Service","False","Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.","False","RPC Endpoint Mapper","Normal","0",,"RpcEptMapper","C:\Windows\system32\svchost.exe -k RPCSS -p","856","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""RpcSs""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""RpcSs""","False","False","Remote Procedure Call (RPC)","0","Win32_Service","False","The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.","False","Remote Procedure Call (RPC)","Normal","0",,"RpcSs","C:\Windows\system32\svchost.exe -k rpcss -p","856","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""SamSs""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""SamSs""","False","False","Security Accounts Manager","0","Win32_Service","False","The startup of this service signals other services that the Security Accounts Manager (SAM) is ready to accept requests.  Disabling this service will prevent other services in the system from being notified when the SAM is ready, which may in turn cause those services to fail to start correctly. This service should not be disabled.","False","Security Accounts Manager","Normal","0",,"SamSs","C:\Windows\system32\lsass.exe","608","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Schedule""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""Schedule""","False","True","Task Scheduler","0","Win32_Service","False","Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled, these tasks will not be run at their scheduled times. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Task Scheduler","Normal","0",,"Schedule","C:\Windows\system32\svchost.exe -k netsvcs -p","1448","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""SecurityHealthService""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""SecurityHealthService""","False","False","Windows Security Service","0","Win32_Service","False","Windows Security Service handles unified device protection and health information","False","Windows Security Service","Normal","0",,"SecurityHealthService","C:\Windows\system32\SecurityHealthService.exe","4844","0","Own Process","True","Manual","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
